Date,Course Category,Course Name,Course Price,Instructor Cost,Refund Amount,Leads_Clean,Enrollments_clean,Marketing_spend
2/6/2023,Finance,Financial Modeling,11999,,20896,,,135999
3/3/2023,Unknown,Equity Research,9999,80835,0,,,
11/2/2023,Finance,Equity Research,7999,,0,,50,
11/5/2024,Finance,Equity Research,5999,,0,,,177658
5/6/2023,Unknown,Digital Marketing,6999,,0,,43,
4/20/2024,Unknown,Equity Research,,,0,213,18,
3/29/2024,Unknown,Power Bi Mastery,5999,,0,,104,
4/28/2023,Unknown,Financial Modeling,5999,,20855,,91,37846
8/3/2023,Unknown,Performance Marketing,9999,,0,,101,
9/9/2024,Unknown,Financial Modeling,6999,13561,0,,110,141832
1/3/2023,Marketing,Brand Strategy,9999,,5978,,32,
5/23/2024,Unknown,Data Analytics,5999,,0,,16,54588
5/18/2024,Finance,Equity Research,9999,60879,0,,,
5/12/2023,Unknown,Brand Strategy,9999,,0,,,91051
7/14/2024,Marketing,Performance Marketing,9999,73289,0,,,165589
12/4/2023,Finance,Financial Modeling,11999,45812,0,,98,145797
12/18/2023,Data,Data Analytics,7999,,0,108,29,45596
4/18/2024,Unknown,Equity Research,9999,,0,,68,128170
9/22/2023,Unknown,Digital Marketing,6999,,0,,4,
12/20/2024,Unknown,Corporate Finance,7999,,0,,56,20059
4/12/2024,Finance,Equity Research,11999,58818,0,,,182677
2/26/2023,Finance,Equity Research,,,0,,0,
11/6/2024,Unknown,Performance Marketing,7999,,0,627,20,
6/8/2024,Unknown,Power Bi Mastery,9999,,0,474,69,
1/23/2024,Finance,Equity Research,7999,20917,45289,,42,
11/18/2024,Marketing,Digital Marketing,,65850,0,696,,73521
6/1/2024,Marketing,Digital Marketing,9999,7801,0,800,37,
1/17/2024,Finance,Corporate Finance,6999,,19901,235,13,
5/15/2024,Unknown,Corporate Finance,6999,,18750,,,
4/21/2024,Finance,Corporate Finance,5999,25863,15648,,50,
4/28/2023,Finance,Corporate Finance,7999,,10834,,,
2/3/2023,Finance,Financial Modeling,11999,87739,0,,4,
4/29/2023,Unknown,Sql Bootcamp,7999,84356,2294,,114,
2/19/2024,Data,Sql Bootcamp,9999,84070,0,102,102,175725
3/5/2024,Marketing,Digital Marketing,9999,75671,45614,,,
3/10/2024,Unknown,Equity Research,9999,,0,212,,
5/8/2024,Data,Data Analytics,7999,,31490,456,106,
5/7/2023,Data,Data Analytics,5999,,0,24,61,32884
7/5/2024,Data,Data Analytics,5999,,0,,58,
4/26/2023,Data,Data Analytics,7999,,16631,,51,
8/15/2023,Unknown,Financial Modeling,9999,31898,0,,44,121939
2/8/2024,Unknown,Digital Marketing,11999,75788,0,,,
11/7/2024,Unknown,Power Bi Mastery,9999,,0,,10,
3/6/2023,Unknown,Equity Research,9999,,45628,,,77270
7/5/2024,Marketing,Brand Strategy,9999,19166,40765,,40,
5/19/2023,Marketing,Digital Marketing,7999,,28983,,37,
2/26/2024,Marketing,Digital Marketing,9999,,0,,39,
11/4/2024,Unknown,Data Analytics,,,15216,,,
8/6/2024,Unknown,Performance Marketing,7999,33662,6264,,,46888
4/7/2023,Unknown,Digital Marketing,7999,,0,,18,
4/3/2023,Marketing,Digital Marketing,9999,,0,,,
12/1/2023,Data,Data Analytics,,10840,0,,,79390
8/20/2024,Data,Data Analytics,6999,22544,0,,,122314
2/22/2023,Data,Data Analytics,7999,,17190,253,,
12/1/2024,Finance,Equity Research,11999,,38946,,,
3/26/2024,Finance,Equity Research,6999,,0,557,87,88507
4/7/2023,Data,Sql Bootcamp,9999,,0,,,
7/8/2024,Unknown,Data Analytics,7999,29894,12056,155,,
8/2/2023,Unknown,Digital Marketing,11999,,0,199,,22505
1/30/2023,Data,Sql Bootcamp,7999,,0,,,
11/18/2023,Unknown,Sql Bootcamp,7999,,49029,,29,
5/10/2023,Marketing,Digital Marketing,7999,,25341,,90,188229
12/18/2024,Unknown,Power Bi Mastery,9999,,0,,112,
6/13/2024,Unknown,Brand Strategy,5999,30674,39038,,,
3/13/2024,Unknown,Equity Research,,,0,,86,19549
3/17/2023,Finance,Equity Research,7999,47024,43146,,,
7/23/2024,Unknown,Data Analytics,5999,,0,,,77690
5/23/2024,Finance,Equity Research,6999,,0,,4,
4/25/2023,Finance,Equity Research,7999,36691,0,,53,128340
10/19/2024,Marketing,Brand Strategy,9999,37862,0,31,99,
1/15/2024,Marketing,Brand Strategy,5999,,0,,,
4/2/2024,Finance,Equity Research,,,0,84,,
2/20/2024,Finance,Equity Research,7999,,0,,,
1/8/2023,Finance,Equity Research,5999,,0,,,
11/4/2023,Data,Power Bi Mastery,11999,,8016,,52,91979
12/13/2023,Marketing,Digital Marketing,6999,,0,,50,
6/29/2023,Unknown,Digital Marketing,11999,72740,46596,772,50,
12/29/2023,Marketing,Digital Marketing,11999,,0,,64,
6/27/2023,Finance,Corporate Finance,5999,,38647,25,,
9/28/2024,Marketing,Performance Marketing,6999,,0,153,116,
3/17/2023,Unknown,Digital Marketing,11999,,0,,,
1/12/2023,Unknown,Equity Research,7999,45804,0,,,
3/25/2024,Unknown,Digital Marketing,7999,,0,762,,
7/6/2023,Unknown,Digital Marketing,,,10516,,75,
10/5/2024,Marketing,Brand Strategy,9999,82816,0,385,38,
10/13/2024,Unknown,Financial Modeling,6999,,277,,114,
12/12/2023,Unknown,Sql Bootcamp,9999,11680,1330,145,,
9/29/2024,Data,Power Bi Mastery,7999,,0,,,
6/2/2023,Data,Data Analytics,,6901,0,,0,
4/16/2023,Unknown,Sql Bootcamp,9999,,0,234,,
2/6/2023,Unknown,Equity Research,7999,,0,,,
12/2/2024,Marketing,Digital Marketing,11999,37639,0,,,187056
4/2/2024,Finance,Financial Modeling,,,24613,,,45031
12/23/2023,Unknown,Equity Research,6999,,0,45,,
1/19/2024,Data,Power Bi Mastery,9999,35757,0,,,
12/27/2024,Unknown,Power Bi Mastery,5999,,0,,44,
4/23/2024,Finance,Equity Research,9999,,0,,,
3/9/2024,Unknown,Corporate Finance,7999,,0,66,53,140250
7/30/2023,Data,Data Analytics,5999,,0,763,,
4/16/2023,Unknown,Sql Bootcamp,11999,,31355,,5,
8/3/2024,Finance,Corporate Finance,11999,20974,35267,791,,
8/10/2023,Marketing,Digital Marketing,9999,3253,45042,,84,
8/7/2024,Finance,Corporate Finance,9999,,0,,25,
6/18/2023,Data,Sql Bootcamp,9999,,0,,,
1/15/2023,Unknown,Data Analytics,,,0,,,
9/26/2024,Unknown,Equity Research,11999,,0,,57,
1/28/2024,Unknown,Digital Marketing,7999,74834,0,402,90,
6/11/2023,Marketing,Brand Strategy,9999,,0,372,,89464
7/3/2023,Marketing,Digital Marketing,9999,,0,,,
10/9/2024,Marketing,Performance Marketing,7999,,0,,,
2/12/2023,Unknown,Equity Research,9999,,28083,,84,
9/10/2024,Unknown,Equity Research,9999,31645,0,,85,
2/2/2023,Unknown,Sql Bootcamp,7999,,15143,,52,
5/31/2024,Data,Sql Bootcamp,5999,,0,,,134878
1/18/2024,Unknown,Corporate Finance,11999,,0,,57,
1/21/2024,Unknown,Digital Marketing,11999,,0,,74,146471
10/27/2023,Unknown,Data Analytics,,,28324,,105,40411
3/17/2023,Unknown,Data Analytics,,,30320,,,
4/23/2023,Finance,Corporate Finance,6999,37143,7516,,,
4/15/2024,Unknown,Sql Bootcamp,5999,,0,,38,
7/18/2023,Marketing,Performance Marketing,7999,38918,0,,63,
1/21/2023,Marketing,Digital Marketing,5999,,35452,,13,
8/8/2023,Unknown,Sql Bootcamp,9999,,0,661,,25393
11/11/2023,Finance,Corporate Finance,9999,,0,,39,
3/4/2024,Marketing,Brand Strategy,6999,,0,197,,112722
3/17/2024,Unknown,Equity Research,5999,54847,0,136,,
11/15/2024,Data,Sql Bootcamp,7999,,0,,,
1/6/2024,Data,Data Analytics,5999,,6868,,,
7/17/2024,Marketing,Brand Strategy,7999,,30545,,,81661
5/4/2023,Finance,Equity Research,6999,,0,,30,
4/11/2023,Data,Data Analytics,7999,77132,45384,237,31,
2/27/2024,Marketing,Brand Strategy,11999,61706,31219,,49,
7/3/2023,Marketing,Digital Marketing,7999,,22572,,,
12/31/2023,Marketing,Digital Marketing,,54525,17593,,10,
10/10/2023,Marketing,Performance Marketing,11999,,6505,,26,
4/7/2024,Unknown,Equity Research,6999,,0,,,140983
10/17/2024,Unknown,Digital Marketing,6999,,49133,,,185639
1/25/2024,Unknown,Sql Bootcamp,5999,14709,0,,28,
6/21/2023,Unknown,Data Analytics,7999,,0,,,44200
2/28/2023,Unknown,Brand Strategy,9999,,0,238,106,191976
11/16/2023,Marketing,Digital Marketing,6999,55496,0,,,
9/28/2023,Finance,Financial Modeling,5999,,0,,,
9/10/2023,Data,Data Analytics,5999,,0,,,122866
8/15/2023,Unknown,Corporate Finance,7999,54233,0,794,41,
7/11/2023,Marketing,Performance Marketing,5999,,38087,,34,
11/8/2024,Unknown,Digital Marketing,9999,32955,49880,,37,
1/30/2023,Finance,Equity Research,9999,31124,30556,,93,
1/3/2023,Unknown,Financial Modeling,,8223,0,,,77226
10/6/2024,Marketing,Digital Marketing,6999,,17250,,88,42939
11/4/2024,Unknown,Sql Bootcamp,7999,,0,,,
10/20/2024,Unknown,Sql Bootcamp,7999,,33524,,100,
11/15/2024,Unknown,Sql Bootcamp,7999,,0,,24,78459
2/10/2023,Finance,Corporate Finance,5999,,0,417,,
6/11/2023,Unknown,Financial Modeling,7999,,0,,,
8/5/2024,Finance,Equity Research,7999,22383,20829,,108,
9/8/2023,Marketing,Brand Strategy,,42989,5107,,3,
10/7/2023,Finance,Financial Modeling,6999,,0,,28,
10/12/2024,Marketing,Brand Strategy,5999,,0,,120,
11/22/2023,Unknown,Corporate Finance,9999,,0,,29,116741
11/10/2023,Unknown,Equity Research,7999,71809,13559,,,6608
10/5/2024,Unknown,Sql Bootcamp,6999,,37547,37,10,28038
11/4/2024,Data,Power Bi Mastery,11999,,17533,646,116,
3/6/2023,Unknown,Digital Marketing,9999,,0,,71,
7/25/2023,Marketing,Performance Marketing,5999,63313,0,,0,107490
10/1/2024,Marketing,Brand Strategy,5999,,0,,,
4/3/2024,Unknown,Power Bi Mastery,9999,,0,282,,
6/12/2023,Finance,Equity Research,7999,,19908,,15,
4/10/2024,Data,Sql Bootcamp,6999,,0,,2,
8/22/2023,Marketing,Digital Marketing,7999,,5733,,68,
3/26/2023,Unknown,Sql Bootcamp,7999,,0,,,53812
6/3/2023,Unknown,Sql Bootcamp,11999,,0,,87,
6/16/2024,Unknown,Data Analytics,5999,52837,0,639,8,83073
5/17/2023,Unknown,Financial Modeling,7999,63801,0,,,
7/20/2024,Data,Sql Bootcamp,9999,,13148,,90,
12/24/2024,Unknown,Digital Marketing,11999,,0,,,96138
3/30/2023,Data,Data Analytics,7999,,18069,714,54,193537
9/8/2024,Data,Data Analytics,11999,60231,0,,30,152958
9/17/2023,Unknown,Corporate Finance,11999,,0,,72,18311
12/18/2024,Data,Data Analytics,9999,89876,11264,,3,
1/28/2023,Unknown,Financial Modeling,6999,,0,,,
1/10/2023,Unknown,Power Bi Mastery,6999,,0,,60,
12/29/2023,Unknown,Sql Bootcamp,9999,48366,0,,,
2/1/2023,Finance,Equity Research,,,46808,,,87260
12/28/2024,Marketing,Brand Strategy,7999,,22167,652,26,
6/27/2023,Finance,Equity Research,7999,,0,644,33,
2/28/2023,Unknown,Data Analytics,6999,,0,,,
5/29/2023,Marketing,Brand Strategy,7999,6474,18057,,23,
3/6/2024,Data,Sql Bootcamp,7999,,0,,67,95244
3/21/2024,Unknown,Digital Marketing,7999,66195,0,,,
9/27/2024,Unknown,Sql Bootcamp,6999,,0,493,,69997
6/3/2024,Marketing,Performance Marketing,,16993,0,,,
4/26/2024,Unknown,Financial Modeling,6999,46499,0,,,
1/23/2023,Unknown,Power Bi Mastery,11999,79248,2144,,114,20172
6/15/2023,Unknown,Sql Bootcamp,7999,,0,,55,73916
2/15/2024,Unknown,Performance Marketing,9999,,0,582,89,135463
6/8/2024,Finance,Financial Modeling,,78945,0,,36,
12/25/2023,Finance,Financial Modeling,9999,,0,21,30,
4/24/2024,Unknown,Power Bi Mastery,,,0,,51,
5/11/2024,Data,Sql Bootcamp,9999,87935,0,,3,51698
10/19/2024,Marketing,Digital Marketing,11999,,0,,,
3/5/2023,Data,Power Bi Mastery,7999,,0,,13,
7/11/2023,Finance,Corporate Finance,6999,33379,0,,,18720
2/2/2024,Marketing,Brand Strategy,7999,,0,,,59809
8/2/2023,Data,Power Bi Mastery,5999,,0,356,18,
6/16/2024,Unknown,Sql Bootcamp,9999,,0,,,
2/25/2023,Data,Power Bi Mastery,11999,,0,,,
7/30/2024,Unknown,Brand Strategy,6999,,0,,,
5/29/2023,Unknown,Equity Research,5999,,34116,,27,
4/24/2024,Unknown,Sql Bootcamp,7999,,0,,89,153559
4/12/2023,Data,Data Analytics,5999,,32086,,,
12/6/2023,Finance,Equity Research,11999,,0,337,52,127046
12/11/2023,Unknown,Power Bi Mastery,7999,6060,0,499,,51486
4/11/2023,Unknown,Power Bi Mastery,6999,,48583,,,
7/3/2023,Unknown,Digital Marketing,11999,,3766,,96,
7/15/2024,Unknown,Corporate Finance,6999,49395,0,,116,
12/16/2024,Unknown,Equity Research,7999,62043,6082,,83,18629
6/6/2024,Marketing,Digital Marketing,,,0,,39,
3/31/2023,Unknown,Equity Research,9999,,0,,,
7/31/2023,Unknown,Brand Strategy,9999,89545,7807,,63,
3/11/2024,Marketing,Digital Marketing,9999,,0,,,
1/11/2024,Data,Sql Bootcamp,11999,,0,194,4,
5/18/2023,Marketing,Digital Marketing,7999,,0,,83,
8/6/2024,Unknown,Equity Research,5999,14126,40064,,,
7/11/2023,Data,Sql Bootcamp,9999,32969,0,401,,
12/30/2023,Unknown,Sql Bootcamp,7999,,0,,,
4/15/2024,Marketing,Performance Marketing,7999,,0,673,,
12/24/2023,Finance,Equity Research,7999,,0,,73,
5/22/2024,Unknown,Performance Marketing,11999,7022,0,,120,
4/18/2023,Unknown,Financial Modeling,5999,,0,,0,
8/8/2023,Unknown,Sql Bootcamp,5999,,23151,,,
1/11/2024,Marketing,Digital Marketing,5999,,0,,82,
2/10/2024,Unknown,Corporate Finance,11999,,8643,,,
7/4/2024,Finance,Equity Research,5999,,0,,,136045
12/23/2023,Unknown,Equity Research,9999,,0,,,156080
7/29/2024,Marketing,Digital Marketing,5999,86996,0,704,,
6/3/2024,Marketing,Brand Strategy,11999,,41786,,32,
2/22/2024,Data,Sql Bootcamp,5999,,0,,,
8/11/2024,Finance,Equity Research,7999,,0,213,,
6/13/2024,Data,Sql Bootcamp,9999,67007,20039,,68,
10/2/2023,Data,Sql Bootcamp,9999,,0,,0,
9/15/2023,Unknown,Equity Research,,,0,,,172719
9/9/2023,Marketing,Digital Marketing,5999,22164,0,537,,40351
10/14/2024,Finance,Corporate Finance,9999,78776,0,,,
6/13/2023,Marketing,Brand Strategy,7999,,0,,,
8/16/2023,Unknown,Performance Marketing,7999,,0,,,
6/16/2023,Data,Power Bi Mastery,7999,46181,0,251,105,
7/16/2023,Unknown,Data Analytics,7999,57120,0,,38,103284
11/5/2024,Data,Data Analytics,9999,25842,0,,,162390
3/23/2023,Finance,Corporate Finance,7999,,0,,,
11/19/2024,Data,Power Bi Mastery,9999,,0,,76,107286
7/6/2023,Unknown,Digital Marketing,7999,,0,,0,
6/1/2023,Unknown,Digital Marketing,,,0,467,,
5/17/2024,Marketing,Brand Strategy,11999,,5978,191,84,154293
7/18/2024,Data,Sql Bootcamp,6999,56277,0,364,,
11/5/2024,Unknown,Digital Marketing,7999,,0,,,
7/16/2024,Finance,Financial Modeling,6999,54567,0,,,
8/25/2023,Unknown,Data Analytics,9999,,0,704,,
9/12/2023,Marketing,Brand Strategy,9999,,0,,8,
4/30/2023,Finance,Financial Modeling,11999,52454,0,,101,67650
3/11/2023,Unknown,Data Analytics,,,0,,,41785
12/2/2024,Unknown,Sql Bootcamp,7999,,0,,4,
5/12/2023,Finance,Corporate Finance,9999,,0,343,11,
6/20/2023,Finance,Financial Modeling,,88535,0,,,122585
5/7/2023,Unknown,Data Analytics,7999,,0,442,118,
8/2/2024,Marketing,Digital Marketing,11999,,0,,4,
4/17/2024,Data,Power Bi Mastery,6999,,0,214,97,
12/22/2023,Marketing,Digital Marketing,7999,,0,,116,
10/31/2024,Data,Data Analytics,9999,,0,,81,
2/27/2023,Unknown,Equity Research,6999,,0,624,38,
9/16/2024,Marketing,Performance Marketing,7999,,0,,81,62222
10/22/2024,Unknown,Power Bi Mastery,5999,,0,,38,
4/2/2024,Marketing,Digital Marketing,7999,75124,0,,,
11/15/2023,Unknown,Financial Modeling,9999,,589,,,
2/22/2023,Unknown,Data Analytics,9999,77985,0,,,
1/24/2023,Unknown,Financial Modeling,6999,,32188,,,
5/12/2024,Data,Sql Bootcamp,7999,5465,0,,25,
9/27/2024,Unknown,Brand Strategy,,,11581,,,
9/21/2023,Finance,Equity Research,5999,,8040,139,,170019
2/8/2023,Unknown,Power Bi Mastery,9999,,0,,,
11/19/2023,Data,Data Analytics,,,0,147,,
8/13/2024,Data,Sql Bootcamp,7999,86712,34878,734,,83963
11/29/2023,Unknown,Digital Marketing,7999,,0,,101,
2/1/2023,Marketing,Digital Marketing,9999,55234,0,,,181855
9/4/2024,Marketing,Digital Marketing,7999,,10922,,60,155255
4/7/2024,Unknown,Power Bi Mastery,6999,,0,,,173540
4/6/2024,Finance,Equity Research,5999,,0,,21,47610
1/28/2023,Finance,Equity Research,9999,,0,,4,28221
11/26/2023,Marketing,Digital Marketing,11999,83677,0,597,,
4/27/2024,Marketing,Digital Marketing,7999,,43675,,,58856
2/7/2024,Marketing,Digital Marketing,5999,53272,38457,,,
11/12/2024,Marketing,Performance Marketing,11999,16996,0,,,194933
6/5/2024,Unknown,Corporate Finance,,,0,,57,
1/17/2024,Unknown,Digital Marketing,7999,,36790,,,
10/5/2024,Data,Power Bi Mastery,11999,,0,,,
10/20/2023,Unknown,Performance Marketing,9999,,0,,83,
12/12/2024,Finance,Corporate Finance,9999,,44492,759,,
2/17/2023,Unknown,Data Analytics,9999,,0,581,,57384
12/2/2024,Marketing,Performance Marketing,9999,,17989,,83,
1/19/2024,Unknown,Sql Bootcamp,7999,,0,213,,
11/9/2023,Finance,Financial Modeling,9999,62964,0,197,,
2/4/2024,Data,Data Analytics,11999,,0,,108,
12/8/2024,Unknown,Sql Bootcamp,9999,20876,17628,176,,121817
2/8/2024,Marketing,Brand Strategy,11999,37095,15818,,,
2/9/2024,Marketing,Digital Marketing,11999,,22959,,,177893
9/29/2023,Marketing,Brand Strategy,7999,,0,,,
7/8/2024,Unknown,Data Analytics,11999,37055,0,,2,53838
11/20/2023,Unknown,Digital Marketing,,,48318,,,28848
2/19/2024,Data,Sql Bootcamp,7999,,0,,,105990
1/11/2023,Unknown,Power Bi Mastery,7999,23315,13136,,,125203
10/17/2024,Unknown,Performance Marketing,6999,,0,,66,
2/3/2023,Marketing,Digital Marketing,,,25662,,,
10/6/2023,Data,Sql Bootcamp,,,0,705,,
10/9/2024,Unknown,Digital Marketing,5999,,0,564,77,
6/25/2024,Marketing,Performance Marketing,9999,78707,0,,,
11/7/2024,Data,Power Bi Mastery,7999,85406,0,,87,
7/21/2024,Unknown,Equity Research,7999,,0,320,1,
4/15/2024,Unknown,Digital Marketing,9999,16740,45381,,10,77671
2/19/2023,Finance,Equity Research,,,0,251,,
10/8/2024,Marketing,Brand Strategy,7999,,23405,,74,
11/27/2024,Unknown,Financial Modeling,5999,,41527,611,,51950
4/5/2024,Unknown,Digital Marketing,7999,83268,0,,,
5/9/2023,Unknown,Digital Marketing,11999,89645,21166,87,,167456
4/29/2024,Unknown,Sql Bootcamp,,68624,0,,105,
5/25/2024,Marketing,Digital Marketing,7999,,5655,,,
6/16/2023,Finance,Equity Research,11999,,0,,43,
2/17/2023,Data,Sql Bootcamp,5999,52603,0,,,192024
7/19/2023,Data,Sql Bootcamp,9999,,0,,79,
12/29/2023,Finance,Equity Research,9999,,0,129,,
5/20/2024,Unknown,Digital Marketing,9999,,43830,388,,
11/16/2024,Unknown,Performance Marketing,9999,,0,,,185885
6/1/2023,Finance,Equity Research,9999,47140,0,732,5,
9/23/2024,Unknown,Power Bi Mastery,11999,,0,733,16,
12/25/2023,Unknown,Digital Marketing,6999,,0,,59,
5/1/2023,Unknown,Performance Marketing,11999,,10027,,65,
12/15/2024,Finance,Equity Research,11999,23792,6825,,,73258
2/9/2024,Unknown,Equity Research,6999,54895,0,,,173348
6/5/2023,Data,Sql Bootcamp,9999,,0,,,46692
6/30/2023,Marketing,Digital Marketing,5999,69395,0,45,,
7/17/2023,Finance,Financial Modeling,6999,,40565,,11,
12/6/2024,Data,Power Bi Mastery,5999,,0,,78,
12/28/2023,Marketing,Digital Marketing,7999,,20152,,103,
10/2/2023,Data,Sql Bootcamp,7999,,0,,40,
11/1/2024,Finance,Equity Research,9999,,0,212,73,
3/9/2023,Unknown,Digital Marketing,11999,75372,0,447,96,196770
1/31/2023,Data,Data Analytics,5999,,0,,,
10/25/2023,Marketing,Performance Marketing,,,0,,66,31198
12/25/2023,Unknown,Brand Strategy,9999,,640,,,
10/7/2024,Marketing,Digital Marketing,7999,,0,,20,
9/15/2024,Data,Data Analytics,7999,,0,,105,
8/4/2023,Unknown,Sql Bootcamp,6999,,24427,,,
5/31/2023,Data,Data Analytics,7999,85671,29590,,,
3/12/2024,Data,Sql Bootcamp,11999,,6411,,,138967
2/15/2024,Marketing,Brand Strategy,,,0,,40,
12/7/2024,Marketing,Digital Marketing,5999,,0,107,,
12/20/2024,Finance,Corporate Finance,,,16071,,111,
10/4/2023,Unknown,Sql Bootcamp,7999,71582,0,,,
7/20/2023,Marketing,Digital Marketing,9999,,0,,62,
12/6/2023,Marketing,Performance Marketing,7999,84110,0,,,
11/16/2024,Unknown,Digital Marketing,6999,,0,,,21013
2/8/2024,Data,Sql Bootcamp,9999,52573,0,,89,
11/11/2023,Finance,Financial Modeling,9999,,0,,,
4/11/2023,Marketing,Brand Strategy,,61093,0,84,108,
4/1/2023,Marketing,Digital Marketing,6999,,32769,,,
6/6/2024,Unknown,Performance Marketing,11999,,18443,,,
9/1/2023,Unknown,Data Analytics,9999,54878,49298,307,,
6/25/2024,Unknown,Sql Bootcamp,9999,,0,295,,53537
11/8/2024,Data,Sql Bootcamp,7999,,44777,,34,79004
1/16/2023,Finance,Equity Research,7999,,30894,,102,
12/17/2023,Data,Data Analytics,9999,,0,797,,
4/21/2024,Finance,Financial Modeling,7999,,26845,,37,
8/5/2024,Unknown,Equity Research,11999,,44190,699,,
9/6/2024,Unknown,Digital Marketing,9999,,47654,,43,
7/17/2023,Marketing,Brand Strategy,7999,36829,0,339,,
4/12/2024,Unknown,Digital Marketing,7999,,0,,39,
5/18/2024,Data,Data Analytics,7999,14607,34041,,48,
5/21/2023,Marketing,Digital Marketing,9999,56846,34095,395,84,
1/14/2023,Data,Power Bi Mastery,9999,,0,,,
3/29/2024,Finance,Equity Research,,,0,711,4,
12/19/2024,Unknown,Equity Research,7999,,0,,64,
11/15/2024,Unknown,Digital Marketing,9999,,6977,,89,
11/23/2023,Marketing,Digital Marketing,5999,,0,,48,
7/22/2023,Unknown,Equity Research,11999,,0,,23,
8/31/2023,Marketing,Brand Strategy,11999,,0,,71,
5/27/2023,Data,Sql Bootcamp,,,25512,,66,62225
2/21/2023,Data,Sql Bootcamp,11999,,32890,,,
2/22/2023,Unknown,Sql Bootcamp,,,13156,,,
3/28/2023,Data,Sql Bootcamp,11999,,29873,,,
6/14/2023,Finance,Corporate Finance,7999,,0,,30,
5/9/2024,Finance,Equity Research,5999,,0,,,
3/3/2024,Unknown,Data Analytics,11999,,3196,113,78,178995
3/16/2024,Unknown,Equity Research,7999,,0,,14,
2/18/2024,Unknown,Equity Research,,,32095,,,
8/6/2023,Data,Sql Bootcamp,11999,,22845,,,
8/25/2024,Unknown,Power Bi Mastery,9999,,0,,53,
7/2/2023,Unknown,Brand Strategy,9999,19327,47279,,78,
9/26/2024,Marketing,Performance Marketing,7999,,36824,638,,
4/11/2024,Unknown,Equity Research,9999,,0,54,111,
6/26/2023,Marketing,Brand Strategy,6999,,0,,103,30355
1/21/2024,Unknown,Digital Marketing,7999,,31612,,81,
7/1/2024,Marketing,Digital Marketing,9999,,12166,,,
3/2/2023,Unknown,Brand Strategy,7999,,0,,85,
9/3/2024,Marketing,Digital Marketing,6999,,0,,2,198596
10/31/2024,Marketing,Brand Strategy,6999,,48841,,116,46680
1/17/2023,Unknown,Data Analytics,9999,,0,,83,
10/6/2023,Data,Sql Bootcamp,7999,38727,0,,75,
4/6/2023,Unknown,Digital Marketing,9999,,30358,,64,
